Days for shipping (real),Days for shipment (scheduled),Delivery Status,Shipping Mode,shipping date (DateOrders),Ship Id
5,4,Late delivery,Standard Class,8/9/2017 18:38,421273
5,4,Late delivery,Standard Class,8/9/2017 2:52,679415
2,4,Advance shipping,Standard Class,8/6/2017 1:49,958228
6,4,Late delivery,Standard Class,8/5/2017 4:06,392637
2,4,Advance shipping,Standard Class,7/19/2017 23:55,981346
2,4,Advance shipping,Standard Class,7/8/2017 19:54,970052
4,4,Shipping canceled,Standard Class,7/10/2017 13:36,750435
4,2,Late delivery,Second Class,7/9/2017 9:34,503445
6,4,Late delivery,Standard Class,7/11/2017 3:16,390488
2,1,Late delivery,First Class,7/4/2017 5:12,298409
2,2,Shipping on time,Second Class,6/29/2017 8:11,386123
2,1,Late delivery,First Class,6/29/2017 1:52,895051
2,1,Late delivery,First Class,6/27/2017 14:29,259932
5,4,Late delivery,Standard Class,6/22/2017 23:16,630185
6,2,Late delivery,Second Class,6/19/2017 18:01,465720
2,4,Advance shipping,Standard Class,6/14/2017 10:50,520501
4,2,Shipping canceled,Second Class,6/10/2017 15:24,171284
6,4,Late delivery,Standard Class,6/12/2017 2:05,123333
3,4,Advance shipping,Standard Class,6/6/2017 23:59,599075
2,4,Advance shipping,Standard Class,6/5/2017 6:07,390144
3,2,Late delivery,Second Class,6/6/2017 4:43,371103
3,4,Advance shipping,Standard Class,6/4/2017 5:25,421565
2,1,Late delivery,First Class,5/24/2017 20:30,839276
2,4,Advance shipping,Standard Class,5/20/2017 6:29,359718
4,2,Late delivery,Second Class,5/22/2017 5:26,628005
5,2,Late delivery,Second Class,5/21/2017 9:59,305160
3,4,Advance shipping,Standard Class,5/15/2017 10:42,399715
3,4,Advance shipping,Standard Class,5/14/2017 11:56,461989
6,4,Late delivery,Standard Class,5/15/2017 22:26,844758
6,2,Late delivery,Second Class,5/15/2017 10:11,309869
5,4,Late delivery,Standard Class,5/13/2017 9:18,994565
5,2,Late delivery,Second Class,5/10/2017 9:29,826393
5,2,Late delivery,Second Class,5/6/2017 12:38,845745
0,0,Shipping on time,Same Day,4/29/2017 16:35,671828
5,2,Late delivery,Second Class,5/3/2017 14:34,327433
4,2,Late delivery,Second Class,5/2/2017 7:13,310009
6,4,Late delivery,Standard Class,9/2/2017 17:02,181586
4,4,Shipping on time,Standard Class,8/29/2017 13:32,189250
4,2,Late delivery,Second Class,8/20/2017 7:04,525133
6,4,Late delivery,Standard Class,8/20/2017 13:43,730672
3,4,Advance shipping,Standard Class,8/15/2017 22:08,246170
2,4,Advance shipping,Standard Class,8/12/2017 13:43,410511
2,2,Shipping on time,Second Class,8/11/2017 0:56,680752
3,2,Late delivery,Second Class,8/7/2017 12:41,193737
2,4,Advance shipping,Standard Class,8/4/2017 13:02,322966
6,4,Late delivery,Standard Class,8/2/2017 23:33,642129
3,2,Late delivery,Second Class,7/27/2017 12:10,686556
3,4,Advance shipping,Standard Class,7/25/2017 12:53,156589
6,4,Late delivery,Standard Class,7/25/2017 7:06,864603
5,4,Late delivery,Standard Class,7/23/2017 2:43,624877
2,4,Advance shipping,Standard Class,7/17/2017 1:51,196903
2,4,Advance shipping,Standard Class,7/14/2017 12:32,740423
5,2,Late delivery,Second Class,7/14/2017 6:46,950977
2,4,Advance shipping,Standard Class,7/5/2017 14:50,423263
2,1,Late delivery,First Class,7/5/2017 5:22,750375
3,4,Shipping canceled,Standard Class,7/4/2017 21:08,627884
6,2,Late delivery,Second Class,7/5/2017 14:08,514328
6,4,Late delivery,Standard Class,6/30/2017 6:15,162803
5,2,Late delivery,Second Class,6/28/2017 14:09,337022
2,4,Advance shipping,Standard Class,6/23/2017 6:47,213127
4,4,Shipping on time,Standard Class,6/22/2017 16:26,563864
4,4,Shipping on time,Standard Class,6/16/2017 23:48,855508
2,1,Late delivery,First Class,6/9/2017 5:03,778101
2,1,Late delivery,First Class,5/27/2017 9:48,944430
2,1,Late delivery,First Class,5/23/2017 10:10,525574
4,4,Shipping on time,Standard Class,5/23/2017 9:28,764117
2,4,Advance shipping,Standard Class,5/12/2017 19:49,523856
3,4,Advance shipping,Standard Class,5/12/2017 5:37,158100
2,4,Advance shipping,Standard Class,5/5/2017 2:08,193339
2,1,Late delivery,First Class,4/30/2017 22:59,846273
6,2,Late delivery,Second Class,5/3/2017 0:23,544064
5,4,Late delivery,Standard Class,4/30/2017 13:00,224041
5,4,Late delivery,Standard Class,9/15/2017 6:30,468461
2,4,Advance shipping,Standard Class,9/8/2017 19:07,393649
6,4,Late delivery,Standard Class,9/11/2017 21:45,216977
3,2,Late delivery,Second Class,8/27/2017 9:09,147169
4,4,Shipping on time,Standard Class,8/27/2017 21:14,855025
2,1,Late delivery,First Class,8/21/2017 9:41,402953
5,4,Late delivery,Standard Class,8/21/2017 16:10,135476
3,4,Advance shipping,Standard Class,8/16/2017 20:54,372439
2,1,Late delivery,First Class,8/13/2017 18:48,196652
3,2,Late delivery,Second Class,8/13/2017 19:20,174213
4,2,Late delivery,Second Class,8/8/2017 14:47,278941
4,4,Shipping on time,Standard Class,8/3/2017 5:09,700077
3,4,Advance shipping,Standard Class,8/1/2017 21:48,681751
2,4,Advance shipping,Standard Class,7/27/2017 10:36,425033
0,0,Shipping on time,Same Day,7/25/2017 14:53,674957
5,4,Late delivery,Standard Class,7/29/2017 7:37,597328
5,4,Shipping canceled,Standard Class,7/28/2017 8:51,452748
6,4,Late delivery,Standard Class,7/29/2017 5:42,227676
2,4,Advance shipping,Standard Class,7/24/2017 17:47,723132
2,4,Advance shipping,Standard Class,7/22/2017 13:14,751365
5,2,Late delivery,Second Class,7/15/2017 5:32,484043
4,4,Shipping on time,Standard Class,7/12/2017 9:24,889068
0,0,Shipping on time,Same Day,6/27/2017 18:05,853819
2,4,Advance shipping,Standard Class,6/24/2017 19:34,934638
1,0,Late delivery,Same Day,6/23/2017 0:34,609753
5,2,Late delivery,Second Class,6/26/2017 2:35,169087
2,1,Late delivery,First Class,6/20/2017 12:55,171295
6,4,Late delivery,Standard Class,6/24/2017 10:07,778571
2,4,Advance shipping,Standard Class,6/17/2017 15:54,857961
2,4,Advance shipping,Standard Class,6/14/2017 14:20,954405
2,4,Advance shipping,Standard Class,6/10/2017 1:44,891236
4,4,Shipping on time,Standard Class,6/11/2017 0:09,936916
2,4,Advance shipping,Standard Class,6/7/2017 19:25,623273
6,2,Late delivery,Second Class,6/8/2017 6:59,937149
3,4,Advance shipping,Standard Class,6/3/2017 4:53,690694
5,4,Late delivery,Standard Class,6/1/2017 10:30,607686
5,4,Late delivery,Standard Class,6/1/2017 5:15,869569
6,2,Shipping canceled,Second Class,5/26/2017 19:27,244436
2,1,Late delivery,First Class,5/16/2017 11:24,798667
2,4,Advance shipping,Standard Class,5/12/2017 12:48,908642
2,4,Advance shipping,Standard Class,5/7/2017 8:26,809699
2,1,Late delivery,First Class,5/3/2017 9:29,798067
5,4,Late delivery,Standard Class,5/3/2017 5:49,345452
3,2,Late delivery,Second Class,4/29/2017 23:20,912071
4,4,Shipping on time,Standard Class,4/29/2017 2:08,205723
6,2,Late delivery,Second Class,4/29/2017 12:18,791682
3,4,Advance shipping,Standard Class,9/12/2017 1:46,217570
2,4,Advance shipping,Standard Class,8/29/2017 19:08,738429
2,1,Shipping canceled,First Class,8/27/2017 8:58,907804
5,4,Late delivery,Standard Class,8/26/2017 4:47,178155
4,2,Late delivery,Second Class,8/22/2017 1:06,258528
2,4,Advance shipping,Standard Class,8/14/2017 14:46,116725
4,2,Late delivery,Second Class,8/7/2017 14:16,123713
3,4,Advance shipping,Standard Class,7/29/2017 9:43,822086
0,0,Shipping on time,Same Day,7/25/2017 13:08,727687
1,0,Shipping canceled,Same Day,7/23/2017 9:59,778173
4,4,Shipping on time,Standard Class,7/26/2017 16:44,676056
5,4,Late delivery,Standard Class,7/26/2017 6:03,395741
2,4,Advance shipping,Standard Class,7/22/2017 21:59,554112
5,2,Late delivery,Second Class,7/25/2017 10:47,560613
2,1,Late delivery,First Class,7/13/2017 16:55,189305
6,4,Late delivery,Standard Class,7/16/2017 12:54,460041
3,4,Advance shipping,Standard Class,7/5/2017 23:25,262030
5,4,Late delivery,Standard Class,7/7/2017 22:22,764474
2,4,Advance shipping,Standard Class,6/25/2017 4:20,346020
2,4,Advance shipping,Standard Class,6/18/2017 14:41,738904
3,2,Late delivery,Second Class,6/17/2017 15:44,621063
3,4,Advance shipping,Standard Class,6/16/2017 22:13,382424
4,4,Shipping on time,Standard Class,6/15/2017 21:31,930277
2,4,Advance shipping,Standard Class,6/4/2017 14:21,340742
2,2,Shipping canceled,Second Class,6/3/2017 12:04,940444
6,4,Late delivery,Standard Class,6/6/2017 7:42,895161
5,4,Late delivery,Standard Class,6/1/2017 8:45,805317
4,4,Shipping on time,Standard Class,5/31/2017 8:24,645756
2,1,Late delivery,First Class,5/27/2017 7:00,481942
5,4,Late delivery,Standard Class,5/28/2017 6:39,880397
6,4,Late delivery,Standard Class,5/29/2017 1:45,723901
2,2,Shipping on time,Second Class,5/15/2017 0:22,123718
2,4,Advance shipping,Standard Class,5/10/2017 11:45,198352
4,4,Shipping on time,Standard Class,5/12/2017 7:12,765293
2,1,Late delivery,First Class,5/8/2017 11:45,118772
4,4,Shipping on time,Standard Class,5/8/2017 19:07,994005
2,4,Advance shipping,Standard Class,5/4/2017 19:07,238504
2,4,Advance shipping,Standard Class,9/12/2017 15:58,211602
6,4,Late delivery,Standard Class,9/10/2017 21:13,831221
5,4,Late delivery,Standard Class,9/8/2017 9:50,406297
4,2,Late delivery,Second Class,9/6/2017 15:58,877279
6,4,Late delivery,Standard Class,9/5/2017 16:51,118967
5,4,Late delivery,Standard Class,9/3/2017 14:13,477935
0,0,Shipping on time,Same Day,8/28/2017 15:53,468409
4,4,Shipping on time,Standard Class,8/29/2017 22:17,466670
2,4,Advance shipping,Standard Class,8/27/2017 16:20,864032
2,4,Advance shipping,Standard Class,8/25/2017 22:17,192730
6,4,Late delivery,Standard Class,8/19/2017 13:12,459981
5,4,Late delivery,Standard Class,8/10/2017 19:10,144584
3,4,Advance shipping,Standard Class,7/29/2017 4:28,145023
3,4,Advance shipping,Standard Class,7/27/2017 6:55,346744
2,4,Advance shipping,Standard Class,7/20/2017 19:11,103903
2,2,Shipping on time,Second Class,7/19/2017 22:10,407746
2,4,Advance shipping,Standard Class,7/18/2017 2:22,985466
6,4,Late delivery,Standard Class,7/18/2017 15:42,801156
3,4,Advance shipping,Standard Class,7/2/2017 16:35,880964
3,4,Advance shipping,Standard Class,6/27/2017 22:43,716866
2,2,Shipping on time,Second Class,6/25/2017 13:05,739949
3,4,Advance shipping,Standard Class,6/19/2017 18:32,756888
3,4,Advance shipping,Standard Class,6/17/2017 17:29,585299
3,4,Advance shipping,Standard Class,6/12/2017 6:06,823597
2,4,Shipping canceled,Standard Class,6/10/2017 3:29,561648
5,4,Late delivery,Standard Class,6/10/2017 13:28,510084
4,2,Late delivery,Second Class,6/3/2017 18:44,197550
3,4,Advance shipping,Standard Class,5/31/2017 5:04,554125
2,1,Late delivery,First Class,5/27/2017 6:18,289228
2,2,Shipping on time,Second Class,5/26/2017 13:08,228072
2,1,Late delivery,First Class,5/24/2017 15:35,636919
5,4,Late delivery,Standard Class,5/21/2017 1:14,172425
5,4,Late delivery,Standard Class,5/20/2017 4:13,567315
4,4,Shipping on time,Standard Class,5/14/2017 18:46,439535
2,1,Shipping canceled,First Class,5/11/2017 23:08,734178
3,4,Advance shipping,Standard Class,5/11/2017 8:36,476140
3,4,Advance shipping,Standard Class,5/9/2017 5:48,975084
3,4,Advance shipping,Standard Class,5/7/2017 11:46,890230
4,4,Shipping on time,Standard Class,5/8/2017 10:22,294148
2,4,Advance shipping,Standard Class,5/5/2017 14:23,355451
5,4,Late delivery,Standard Class,9/16/2017 1:46,475160
4,2,Late delivery,Second Class,9/13/2017 14:23,217889
2,4,Advance shipping,Standard Class,9/9/2017 21:24,304743
5,2,Late delivery,Second Class,9/10/2017 7:23,964641
4,4,Shipping on time,Standard Class,9/7/2017 11:14,149893
3,4,Advance shipping,Standard Class,9/6/2017 7:23,271070
4,4,Shipping on time,Standard Class,9/5/2017 13:42,741352
2,2,Shipping on time,Second Class,9/3/2017 2:29,256002
4,4,Shipping on time,Standard Class,9/2/2017 22:38,121688
5,4,Late delivery,Standard Class,9/1/2017 16:41,765357
4,4,Shipping on time,Standard Class,8/26/2017 8:27,645371
4,4,Shipping on time,Standard Class,8/21/2017 16:21,567451
5,4,Late delivery,Standard Class,8/19/2017 13:22,847351
6,4,Late delivery,Standard Class,8/13/2017 15:18,108965
2,1,Late delivery,First Class,8/8/2017 13:23,116711
2,1,Late delivery,First Class,8/2/2017 21:06,327714
3,4,Advance shipping,Standard Class,8/3/2017 5:20,594520
2,4,Advance shipping,Standard Class,7/31/2017 10:56,952791
4,4,Shipping on time,Standard Class,7/31/2017 21:06,342062
4,4,Shipping on time,Standard Class,7/26/2017 18:29,920883
2,2,Shipping on time,Second Class,7/20/2017 5:10,103675
6,2,Late delivery,Second Class,7/19/2017 5:42,200255
2,1,Late delivery,First Class,7/14/2017 20:15,811348
2,4,Advance shipping,Standard Class,7/5/2017 23:35,685849
3,4,Advance shipping,Standard Class,7/3/2017 10:06,519352
4,2,Late delivery,Second Class,7/3/2017 22:12,628592
3,4,Advance shipping,Standard Class,6/29/2017 16:46,262224
4,4,Shipping on time,Standard Class,6/27/2017 5:02,762636
2,1,Late delivery,First Class,6/20/2017 18:53,779754
2,2,Shipping on time,Second Class,6/14/2017 16:05,324798
2,2,Shipping on time,Second Class,6/11/2017 11:01,708824
4,2,Late delivery,Second Class,6/10/2017 10:08,650100
4,4,Shipping on time,Standard Class,5/29/2017 23:07,270558
2,4,Advance shipping,Standard Class,5/24/2017 6:50,850596
6,4,Late delivery,Standard Class,5/26/2017 7:11,590283
5,2,Late delivery,Second Class,5/23/2017 23:18,905225
5,4,Late delivery,Standard Class,5/23/2017 19:48,505900
5,4,Late delivery,Standard Class,5/19/2017 5:26,370305
4,4,Shipping on time,Standard Class,5/6/2017 12:49,690698
2,1,Late delivery,First Class,5/4/2017 9:19,228049
4,4,Shipping on time,Standard Class,4/27/2017 20:22,664170
4,4,Shipping on time,Standard Class,2/4/2018 23:17,670678
5,2,Late delivery,Second Class,1/22/2018 12:48,219134
4,4,Shipping on time,Standard Class,1/21/2018 12:27,224036
3,4,Advance shipping,Standard Class,1/20/2018 12:06,519691
2,4,Advance shipping,Standard Class,1/19/2018 11:45,758219
6,4,Late delivery,Standard Class,1/23/2018 11:24,928554
5,4,Late delivery,Standard Class,1/22/2018 11:03,731057
4,4,Shipping on time,Standard Class,1/21/2018 10:42,660024
3,4,Advance shipping,Standard Class,1/20/2018 10:21,156276
2,2,Shipping on time,Second Class,1/19/2018 10:00,691542
6,4,Late delivery,Standard Class,1/23/2018 9:39,172199
5,4,Late delivery,Standard Class,1/22/2018 9:18,500060
4,4,Shipping on time,Standard Class,1/21/2018 8:57,914788
3,4,Advance shipping,Standard Class,1/20/2018 8:36,904687
2,4,Advance shipping,Standard Class,1/19/2018 8:15,562192
6,4,Late delivery,Standard Class,1/23/2018 7:54,556753
5,4,Late delivery,Standard Class,1/22/2018 7:33,655908
4,4,Shipping on time,Standard Class,1/21/2018 7:12,962406
3,4,Advance shipping,Standard Class,1/20/2018 6:51,545362
2,2,Shipping on time,Second Class,1/19/2018 6:30,544526
6,2,Late delivery,Second Class,1/23/2018 6:09,477212
2,1,Late delivery,First Class,1/19/2018 5:48,748618
4,2,Late delivery,Second Class,1/21/2018 5:27,865875
3,2,Late delivery,Second Class,1/20/2018 5:06,591831
2,2,Shipping on time,Second Class,1/19/2018 4:45,283123
6,4,Late delivery,Standard Class,1/23/2018 4:24,171116
5,4,Late delivery,Standard Class,1/22/2018 4:03,807840
2,1,Late delivery,First Class,1/19/2018 3:41,761072
2,1,Late delivery,First Class,1/19/2018 3:20,335614
2,1,Late delivery,First Class,1/19/2018 2:59,197524
6,2,Late delivery,Second Class,1/23/2018 2:38,604556
5,2,Late delivery,Second Class,1/22/2018 2:17,278131
4,2,Late delivery,Second Class,1/21/2018 1:56,410020
3,4,Advance shipping,Standard Class,1/20/2018 1:35,619961
2,4,Advance shipping,Standard Class,1/19/2018 1:14,572108
6,4,Late delivery,Standard Class,1/23/2018 0:53,972571
5,4,Late delivery,Standard Class,1/22/2018 0:32,639205
4,4,Shipping on time,Standard Class,1/21/2018 0:11,196552
3,4,Advance shipping,Standard Class,1/19/2018 23:50,693713
2,4,Advance shipping,Standard Class,1/18/2018 23:29,579334
6,4,Late delivery,Standard Class,1/22/2018 23:08,727140
2,1,Late delivery,First Class,1/18/2018 22:47,275001
2,1,Late delivery,First Class,1/18/2018 22:26,580586
2,1,Late delivery,First Class,1/18/2018 22:05,879952
2,1,Late delivery,First Class,1/18/2018 21:44,133670
2,1,Late delivery,First Class,1/18/2018 21:23,921507
5,4,Shipping canceled,Standard Class,1/21/2018 21:02,676084
4,4,Shipping on time,Standard Class,1/20/2018 20:41,619993
3,4,Advance shipping,Standard Class,1/19/2018 20:20,921450
2,4,Advance shipping,Standard Class,1/18/2018 19:59,912466
6,4,Late delivery,Standard Class,1/22/2018 19:38,875242
5,4,Late delivery,Standard Class,1/21/2018 19:17,702363
4,4,Shipping on time,Standard Class,1/20/2018 18:56,186853
3,4,Advance shipping,Standard Class,1/19/2018 18:35,867595
2,4,Advance shipping,Standard Class,1/18/2018 18:14,585847
6,4,Late delivery,Standard Class,1/22/2018 17:53,153654
5,4,Late delivery,Standard Class,1/21/2018 17:32,430909
4,4,Shipping on time,Standard Class,1/20/2018 17:11,284170
3,4,Advance shipping,Standard Class,1/19/2018 16:50,785664
2,4,Advance shipping,Standard Class,1/18/2018 16:29,977235
6,4,Late delivery,Standard Class,1/22/2018 16:08,752873
5,4,Late delivery,Standard Class,1/21/2018 15:47,471048
4,4,Shipping on time,Standard Class,1/20/2018 15:26,247883
3,4,Advance shipping,Standard Class,1/19/2018 15:05,704868
2,4,Advance shipping,Standard Class,1/18/2018 14:44,392528
6,4,Late delivery,Standard Class,1/22/2018 14:23,725700
1,0,Late delivery,Same Day,1/17/2018 2:02,912350
4,4,Shipping on time,Standard Class,1/20/2018 13:41,330899
3,4,Advance shipping,Standard Class,1/19/2018 13:20,902242
2,4,Advance shipping,Standard Class,1/18/2018 12:59,360822
6,4,Late delivery,Standard Class,1/22/2018 12:38,557354
5,4,Late delivery,Standard Class,1/21/2018 12:17,778761
4,4,Shipping on time,Standard Class,1/20/2018 11:56,491026
3,4,Advance shipping,Standard Class,1/19/2018 11:35,173843
2,4,Advance shipping,Standard Class,1/18/2018 11:14,690382
6,4,Late delivery,Standard Class,1/22/2018 10:52,412673
5,4,Late delivery,Standard Class,1/21/2018 10:31,210567
2,1,Late delivery,First Class,1/18/2018 10:10,460515
0,0,Shipping on time,Same Day,1/16/2018 21:49,762959
0,0,Shipping on time,Same Day,1/16/2018 21:28,107960
6,4,Late delivery,Standard Class,1/22/2018 9:07,539305
5,4,Shipping canceled,Standard Class,1/21/2018 8:46,510570
4,4,Shipping on time,Standard Class,1/20/2018 8:25,533496
3,4,Advance shipping,Standard Class,1/19/2018 8:04,817679
2,4,Advance shipping,Standard Class,1/18/2018 7:43,584821
6,2,Late delivery,Second Class,1/22/2018 7:22,524539
5,4,Late delivery,Standard Class,1/21/2018 7:01,710150
4,4,Shipping on time,Standard Class,1/20/2018 6:40,288886
3,4,Advance shipping,Standard Class,1/19/2018 6:19,310282
2,2,Shipping on time,Second Class,1/18/2018 5:58,787379
6,2,Late delivery,Second Class,1/22/2018 5:37,871199
5,4,Late delivery,Standard Class,1/21/2018 5:16,606137
4,2,Late delivery,Second Class,1/20/2018 4:55,709789
3,2,Late delivery,Second Class,1/19/2018 4:34,591651
2,4,Advance shipping,Standard Class,1/18/2018 4:13,291654
6,4,Late delivery,Standard Class,1/22/2018 3:52,205916
5,4,Late delivery,Standard Class,1/21/2018 3:31,858906
4,4,Shipping on time,Standard Class,1/20/2018 3:10,529315
3,4,Advance shipping,Standard Class,1/19/2018 2:49,837924
0,0,Shipping on time,Same Day,1/16/2018 14:28,970980
0,0,Shipping on time,Same Day,1/16/2018 14:07,908194
5,4,Late delivery,Standard Class,1/21/2018 1:46,447891
4,4,Shipping on time,Standard Class,1/20/2018 1:25,331434
3,4,Advance shipping,Standard Class,1/19/2018 1:04,373096
2,4,Advance shipping,Standard Class,1/18/2018 0:43,404244
6,4,Late delivery,Standard Class,1/22/2018 0:22,622995
